,titles,times,links,reads,reply
946,深冷股份：主力资金净流入5.25万元，净占比0.16%（01-28）,01-28 03:43,"https://guba.eastmoney.com/news,300540,1000663391.html",1052,0
947,个人对300540的理解1月25日，我个人觉得此股票不能碰，但经过这几天的大跌，,01-28 03:07,"https://guba.eastmoney.com/news,300540,1000647299.html",639,0
948,大单出来了，2.30分准时跌停板！,01-28 01:35,"https://guba.eastmoney.com/news,300540,1000577091.html",302,0
949,早上就出去了，随便跌,01-28 01:22,"https://guba.eastmoney.com/news,300540,1000568374.html",345,0
950,庄家出货不紧不慢。,01-28 01:11,"https://guba.eastmoney.com/news,300540,1000561843.html",338,0
951,某人当天骗了2个票，其中一个就是深跌股份，大冬天制什么冷。,01-28 12:41,"https://guba.eastmoney.com/news,300540,1000551678.html",303,0
952,你们良心不会痛么？,01-28 11:31,"https://guba.eastmoney.com/news,300540,1000529210.html",323,0
953,太安静了，下午可能跌停板！,01-28 11:26,"https://guba.eastmoney.com/news,300540,1000525649.html",319,1
954,《百倍利润》第六十五天---深冷股份 300540,01-28 10:57,"https://guba.eastmoney.com/news,300540,1000504482.html",1022,3
955,这是个弱势票，买了就是耗时间,01-28 10:55,"https://guba.eastmoney.com/news,300540,1000502405.html",261,0
956,这一跌还是破位了，收不上去玩完,01-28 10:39,"https://guba.eastmoney.com/news,300540,1000488786.html",286,0
957,1.28 起底天然气业！LNG参考价(元/吨)近30日变动-25.03%,01-28 10:30,https://guba.eastmoney.com//caifuhao.eastmoney.com/news/20210128103052497015940,3969,1
958,业绩预告好久出来，没几天了,01-28 10:27,"https://guba.eastmoney.com/news,300540,1000478486.html",360,1
959,每天低开先买，开盘15分钟内拉高卖出，尾盘低位接回。这样可以每天T,01-28 10:25,"https://guba.eastmoney.com/news,300540,1000477258.html",316,0
960,跑了一大半,01-28 09:56,"https://guba.eastmoney.com/news,300540,1000449007.html",227,0
961,业绩预告比拉还慢,01-27 03:58,"https://guba.eastmoney.com/news,300540,1000255320.html",625,5
962,深冷股份：主力资金连续3天净流出累计1317.12万元（01-27）,01-27 03:46,"https://guba.eastmoney.com/news,300540,1000248898.html",586,0
963,本周又装死,01-27 01:48,"https://guba.eastmoney.com/news,300540,1000175394.html",305,0
964,破位了，没有成交量，没有主力，只有几个小散,01-27 01:37,"https://guba.eastmoney.com/news,300540,1000167379.html",280,0
965,回补缺口,01-27 11:22,"https://guba.eastmoney.com/news,300540,1000111228.html",443,0
966,看到群里的我也是笑了既然你觉得他不会涨，你就走啊，还在那里面讲他还会跌，既然明知,01-27 09:25,"https://guba.eastmoney.com/news,300540,1000012459.html",408,2
967,开市继续下跌,01-27 09:07,"https://guba.eastmoney.com/news,300540,1000005683.html",356,0
968,主力，你今天没上班，要扣钱的啊……,01-26 08:30,"https://guba.eastmoney.com/news,300540,999919920.html",302,0
969,昨天跌了，今天就不跌？,01-26 07:06,"https://guba.eastmoney.com/news,300540,999902622.html",330,0
970,深冷股份：主力资金净流出230.84万元，净占比-5.64%（01-26）,01-26 03:43,"https://guba.eastmoney.com/news,300540,999852469.html",530,0
971,废柴！继续呀,01-26 02:40,"https://guba.eastmoney.com/news,300540,999818666.html",266,0
972,这票连主力都没有，一群小散而已，还那边叫主力砸啊，跌啊，压根没主力,01-26 02:39,"https://guba.eastmoney.com/news,300540,999817966.html",395,1
973,保持继续下跌,01-26 02:39,"https://guba.eastmoney.com/news,300540,999818103.html",260,0
974,[下跌][下跌][下跌][下跌][下跌][下跌][下跌]跌至15我在买进,01-26 02:34,"https://guba.eastmoney.com/news,300540,999814568.html",251,0
975,[看空][看空][看空][看空][看空][看空][看空],01-26 02:33,"https://guba.eastmoney.com/news,300540,999813482.html",303,0
976,使劲跌！！！！！！[鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][鼓掌],01-26 02:32,"https://guba.eastmoney.com/news,300540,999813174.html",249,0
977,无限下跌吧！我已清仓！,01-26 02:32,"https://guba.eastmoney.com/news,300540,999812703.html",236,0
978,真是一个超冷的票,01-26 01:48,"https://guba.eastmoney.com/news,300540,999782436.html",320,1
979,主力玩点大的吧跌停。,01-26 01:35,"https://guba.eastmoney.com/news,300540,999773470.html",306,0
980,深冷上涨一到上午10点36分必跌，如18日，22日，26日，庄家有时间控癖好？,01-26 01:27,"https://guba.eastmoney.com/news,300540,999768114.html",436,1
981,跌停吧,01-26 01:20,"https://guba.eastmoney.com/news,300540,999763602.html",328,0
982,深坑,01-26 01:04,"https://guba.eastmoney.com/news,300540,999754886.html",320,0
983,我只想说一句，20个亿的四川省国资委控股上市公司，这市值也不怕丢人？,01-26 10:49,"https://guba.eastmoney.com/news,300540,999694330.html",493,0
984,这操作不应该呀,01-26 10:35,"https://guba.eastmoney.com/news,300540,999681412.html",268,0
985,大深坑呀,01-26 10:34,"https://guba.eastmoney.com/news,300540,999680729.html",234,0
986,唉！我清仓你就涨[为什么],01-26 10:33,"https://guba.eastmoney.com/news,300540,999680250.html",274,1
987,你是昨天提前跌了呀！,01-26 10:26,"https://guba.eastmoney.com/news,300540,999673870.html",228,0
988,买！买！买！,01-26 10:26,"https://guba.eastmoney.com/news,300540,999673725.html",309,0
989,对你有信心加油！,01-26 10:18,"https://guba.eastmoney.com/news,300540,999665367.html",265,0
990,多亏清仓了！这个情景发展太菜了！,01-26 10:09,"https://guba.eastmoney.com/news,300540,999657527.html",250,0
991,好好的走势，不要被走坏了，明天加油。,01-25 11:12,"https://guba.eastmoney.com/news,300540,999555277.html",281,1
992,何时才到你，真心人心灰意冷。,01-25 08:32,"https://guba.eastmoney.com/news,300540,999511559.html",283,0
993,深冷股份：主力资金净流出711.79万元，净占比-10.08%（01-25）,01-25 04:36,"https://guba.eastmoney.com/news,300540,999451138.html",612,0
994,亏4万出局[哭],01-25 02:46,"https://guba.eastmoney.com/news,300540,999397884.html",322,3
995,这次真废了,01-25 02:44,"https://guba.eastmoney.com/news,300540,999396020.html",223,0
996,深坑股份，最好的名称。,01-25 02:36,"https://guba.eastmoney.com/news,300540,999389471.html",282,0
997,排名到两千多了，还想啥呢,01-25 02:11,"https://guba.eastmoney.com/news,300540,999368107.html",412,1
998,谁是看方大侠，进来的,01-25 02:01,"https://guba.eastmoney.com/news,300540,999360476.html",558,6
999,大垃圾,01-25 01:11,"https://guba.eastmoney.com/news,300540,999317523.html",261,0
1000,今天买了深冷，好忐忑啊……,01-25 01:11,"https://guba.eastmoney.com/news,300540,999316866.html",336,0
1001,朋友买了这个，我告诉他这个今天是不可能翻红了，趁早出去比较理想，免得被当韭菜割完,01-25 11:08,"https://guba.eastmoney.com/news,300540,999258079.html",390,1
1002,深坑,01-25 10:40,"https://guba.eastmoney.com/news,300540,999233619.html",296,0
1003,心灰意冷的一天,01-25 10:22,"https://guba.eastmoney.com/news,300540,999216560.html",255,0
1004,又到了大盘涨，我不涨的时候了。救命,01-25 10:18,"https://guba.eastmoney.com/news,300540,999213186.html",291,0
1005,此股无活性，别幻想再走不出一波了，趁早跑吧,01-25 10:17,"https://guba.eastmoney.com/news,300540,999212499.html",285,0
1006,只能到这了？,01-25 10:17,"https://guba.eastmoney.com/news,300540,999212264.html",231,0
1007,只能到这了？,01-25 10:17,"https://guba.eastmoney.com/news,300540,999212230.html",233,0
1008,已经开始稳步向上的节奏，坚持不住的都快跑完了,01-25 10:02,"https://guba.eastmoney.com/news,300540,999198219.html",324,0
1009,1.25 起底天然气业！LNG参考价近30日变动-15.09%,01-25 09:55,https://guba.eastmoney.com//caifuhao.eastmoney.com/news/20210125095557359812290,7589,1
1010,说句心里话，谁卖i,01-25 09:41,"https://guba.eastmoney.com/news,300540,999174424.html",307,0
1011,废了,01-25 09:32,"https://guba.eastmoney.com/news,300540,999164780.html",269,0
1012,深冷股份主力资金连续2周净流入合计522.49万元,01-24 04:30,"https://guba.eastmoney.com/news,300540,999079149.html",578,0
1013,此股周线金叉说明已经走出底部，不过月线季线还是死叉，节后再来看......,01-23 10:38,"https://guba.eastmoney.com/news,300540,999011366.html",509,1
1014,1.23 起底天然气业！天然气期货价近30日变动5.53%,01-23 01:17,https://guba.eastmoney.com//caifuhao.eastmoney.com/news/20210123131732396330760,3628,4
1015,深冷股份今日热门盘点,01-22 09:11,"https://guba.eastmoney.com/news,300540,998867533.html",519,0
1016,制造业大神袁航来高能来袭,01-22 07:20,https://guba.eastmoney.com//caifuhao.eastmoney.com/news/20210122192010591125910,217478,0
1017,国资委入股，长期看好,01-22 04:16,"https://guba.eastmoney.com/news,dougu,998797651.html",1589,0
1018,深冷股份：主力资金连续3天净流入累计595.16万元（01-22）,01-22 04:02,"https://guba.eastmoney.com/news,300540,998793075.html",659,0
1019,太差了吧,01-22 02:41,"https://guba.eastmoney.com/news,300540,998747087.html",260,0
1020,现在吧里面很多人忽悠买，大家千万小心，千万不要买这个股，彻底没有活性，我是25的,01-22 02:39,"https://guba.eastmoney.com/news,300540,998745673.html",783,6
1021,垃圾，冲高出货,01-22 01:51,"https://guba.eastmoney.com/news,300540,998707959.html",284,0
1022,还是不行,01-22 01:43,"https://guba.eastmoney.com/news,300540,998701521.html",307,0
1023,卖了就涨,01-22 11:27,"https://guba.eastmoney.com/news,300540,998641672.html",297,0
1024,我裂开了,01-22 11:15,"https://guba.eastmoney.com/news,300540,998632831.html",325,0
1025,涨停，你就是月底的大妖股,01-22 11:13,"https://guba.eastmoney.com/news,300540,998631798.html",255,0
1026,涨停，你就是月底的大妖股,01-22 11:13,"https://guba.eastmoney.com/news,300540,998631794.html",407,2
1027,歇一会接着来加油！,01-22 10:40,"https://guba.eastmoney.com/news,300540,998601661.html",250,0
1028,《百倍利润》第六十四天---深冷股份 300540,01-22 10:39,"https://guba.eastmoney.com/news,300540,998601155.html",1010,2
1029,向20%进军加油！,01-22 10:35,"https://guba.eastmoney.com/news,300540,998596080.html",286,0
1030,明牌，想赚钱的拿好，没有什么坏消息了。,01-22 10:18,"https://guba.eastmoney.com/news,300540,998580796.html",315,0
1031,强有力的影响下，居然不作为！,01-22 10:14,"https://guba.eastmoney.com/news,300540,998576621.html",262,0
1032,呵呵[笑哭],01-22 10:13,"https://guba.eastmoney.com/news,300540,998576178.html",246,0
1033,今天还算不错有希望了,01-22 10:05,"https://guba.eastmoney.com/news,300540,998566299.html",294,0
1034,发这么多利好，不拉涨停对不起股东！,01-21 11:47,"https://guba.eastmoney.com/news,300540,998471254.html",231,0
1035,发这么多利好，不拉涨停对不起股东！,01-21 11:47,"https://guba.eastmoney.com/news,300540,998471258.html",245,0
1036,深冷大涨加油[鼓掌],01-21 08:56,"https://guba.eastmoney.com/news,300540,998433676.html",260,0
1037,深冷股份：非职工监事刘应国、职工监事黄肃、职工监事夏志辉辞任,01-21 08:01,"https://guba.eastmoney.com/news,300540,998442990.html",929,1
1038,深冷股份：部分董事辞职,01-21 07:58,"https://guba.eastmoney.com/news,300540,998442502.html",742,0
1039,深冷股份:公司章程,01-21 07:51,"https://guba.eastmoney.com/news,300540,998418531.html",898,1
1040,深冷股份:关于部分董事辞职的公告,01-21 07:51,"https://guba.eastmoney.com/news,300540,998418537.html",1896,9
1041,深冷股份:关于监事辞职的公告,01-21 07:51,"https://guba.eastmoney.com/news,300540,998418533.html",677,0
1042,深冷股份:第三届董事会第二十次会议决议公告,01-21 07:51,"https://guba.eastmoney.com/news,300540,998418527.html",961,0
1043,深冷股份:关于变更注册地址、经营范围并修订《公司章程》的公告,01-21 07:51,"https://guba.eastmoney.com/news,300540,998418535.html",2247,4
1044,深冷股份:第三届监事会第十三次会议决议公告,01-21 07:51,"https://guba.eastmoney.com/news,300540,998418532.html",721,0
1045,深冷股份:关于召开2021年第一次临时股东大会的通知,01-21 07:51,"https://guba.eastmoney.com/news,300540,998418530.html",941,0
1046,深冷股份:独立董事关于公司第三届董事会第二十次会议相关事项的独立意见,01-21 07:51,"https://guba.eastmoney.com/news,300540,998418529.html",643,0
1047,深冷股份：主力资金净流入174.02万元，净占比2.65%（01-21）,01-21 03:58,"https://guba.eastmoney.com/news,300540,998363829.html",495,0
1048,又开始表演了,01-21 02:57,"https://guba.eastmoney.com/news,300540,998335179.html",234,0
1049,为什么不跟大盘走,01-21 01:45,"https://guba.eastmoney.com/news,300540,998277575.html",247,0
1050,下午[火箭][满仓],01-21 01:38,"https://guba.eastmoney.com/news,300540,998272317.html",299,0
1051,走了，留下的发财。,01-21 01:22,"https://guba.eastmoney.com/news,300540,998259756.html",279,0
1052,没有你这么玩的,01-21 11:26,"https://guba.eastmoney.com/news,300540,998215230.html",214,0
1053,深鬼啊恶庄，这样的板块盘面，你真是臭不可闻真不是人！,01-21 11:25,"https://guba.eastmoney.com/news,300540,998214071.html",274,0
1054,上不上，下不下的，好票多的很，没必要这里浪费大好行情！,01-21 11:19,"https://guba.eastmoney.com/news,300540,998209750.html",232,0
1055,如此受苦受累,01-21 11:03,"https://guba.eastmoney.com/news,300540,998197839.html",284,0
1056,没什么大景呀,01-21 11:02,"https://guba.eastmoney.com/news,300540,998197031.html",226,0
1057,你倒是挺一把呀,01-21 10:27,"https://guba.eastmoney.com/news,300540,998169937.html",212,0
1058,真的好垃圾，吧,01-21 09:36,"https://guba.eastmoney.com/news,300540,998121501.html",344,1
1059,算是利好！,01-20 09:20,"https://guba.eastmoney.com/news,300540,998031438.html",923,3
1060,沿着五日线奋勇前进！,01-20 08:51,"https://guba.eastmoney.com/news,300540,998022291.html",252,0
1061,氢能写进十四五白皮书了，长期持有做股东了。,01-20 07:00,"https://guba.eastmoney.com/news,300540,997997471.html",526,1
1062,哪位大师解读一下今天的公告呗,01-20 06:42,"https://guba.eastmoney.com/news,300540,997994263.html",463,1
1063,深冷股份:独立董事关于公司第三届董事会第十九次会议相关事项的事前认可意见,01-20 05:49,"https://guba.eastmoney.com/news,300540,997983824.html",1055,0
1064,深冷股份:第三届董事会第十九次会议决议公告,01-20 05:49,"https://guba.eastmoney.com/news,300540,997983837.html",1251,0
1065,深冷股份:关联交易公告,01-20 05:49,"https://guba.eastmoney.com/news,300540,997983839.html",1959,2
1066,深冷股份:独立董事关于公司第三届董事会第十九次会议相关事项的独立意见,01-20 05:49,"https://guba.eastmoney.com/news,300540,997983796.html",755,0
1067,（1-20）深冷股份连续三日收于年线之上,01-20 03:59,"https://guba.eastmoney.com/news,300540,997957972.html",785,1
1068,深冷股份：主力资金净流入356.44万元，净占比5.04%（01-20）,01-20 03:42,"https://guba.eastmoney.com/news,300540,997950050.html",475,0
1069,感觉有希望了,01-20 03:19,"https://guba.eastmoney.com/news,300540,997941571.html",283,0
1070,观察2天了，尾盘1个点买入，2年至少投资10亿，公司市值才20亿，我不知道现在买,01-20 03:07,"https://guba.eastmoney.com/news,300540,997935492.html",601,1
1071,阳包阴有戏,01-20 02:37,"https://guba.eastmoney.com/news,300540,997913352.html",286,0
1072,有大资金进来了,01-20 02:29,"https://guba.eastmoney.com/news,300540,997907501.html",560,0
1073,等等我呀！,01-20 02:25,"https://guba.eastmoney.com/news,300540,997904952.html",314,0
1074,狗,01-20 02:12,"https://guba.eastmoney.com/news,300540,997897634.html",269,0
1075,真的服了，心灰意冷,01-20 01:59,"https://guba.eastmoney.com/news,300540,997889078.html",290,0
1076,拉倒了,01-20 01:26,"https://guba.eastmoney.com/news,300540,997868794.html",243,0
1077,恶庄这样杀，小散也要过活吧祝你们及新主所有归终灭化！,01-20 12:56,"https://guba.eastmoney.com/news,300540,997854231.html",270,0
1078,破公司,01-20 11:22,"https://guba.eastmoney.com/news,300540,997824807.html",258,0
1079,可以无耻到这样,01-20 11:05,"https://guba.eastmoney.com/news,300540,997813613.html",192,0
1080,这种没机构的股少碰为妙,01-20 10:47,"https://guba.eastmoney.com/news,300540,997799750.html",297,1
1081,拉高没人跟，呵呵主力吃独食呵呵,01-20 10:34,"https://guba.eastmoney.com/news,300540,997788928.html",353,2
1082,大盘这样涨，你也可以无视下跌，真的没下限,01-20 09:57,"https://guba.eastmoney.com/news,300540,997757011.html",260,0
1083,25的本，割肉走了，留下的兄弟发财！这股票，再也不碰了。,01-20 09:52,"https://guba.eastmoney.com/news,300540,997752256.html",252,0
1084,认栽了，25的本，让给这坑人的股票吧，这个股票大家不要去碰，外面大把好股票。留下,01-20 09:48,"https://guba.eastmoney.com/news,300540,997747943.html",343,1
1085,又要大跌,01-20 09:23,"https://guba.eastmoney.com/news,300540,997728284.html",256,0
1086,利大笑又出来了，快跑，,01-20 09:18,"https://guba.eastmoney.com/news,300540,997726211.html",395,2
1087,转发,01-19 08:58,"https://guba.eastmoney.com/news,300540,997647060.html",347,0
1088,深冷股份：主力资金净流出360.17万元，净占比-4.24%（01-19）,01-19 03:44,"https://guba.eastmoney.com/news,300540,997576301.html",437,0
1089,深冷股份，会当凌绝顶，一览众山小,01-19 03:23,"https://guba.eastmoney.com/news,300540,997569102.html",308,0
1090,短线这股不会大涨。只会打压，为定增加大股权控制。,01-19 02:18,"https://guba.eastmoney.com/news,300540,997530165.html",323,0
1091,恶庄又害人了，开盘就卖了尾盘在买回，耗死恶庄。,01-19 02:00,"https://guba.eastmoney.com/news,300540,997518165.html",254,0
1092,赤峰黄金解禁还回购股票，真有对比,01-19 01:33,"https://guba.eastmoney.com/news,300540,997500450.html",398,0
1093,赤峰黄金解禁还回购股票，真有对比,01-19 01:33,"https://guba.eastmoney.com/news,300540,997500437.html",247,0
1094,不要墨迹快跌啊。15元等你,01-19 01:28,"https://guba.eastmoney.com/news,300540,997497771.html",243,0
1095,你们可耻目标一个就是散户血汗钱,01-19 01:06,"https://guba.eastmoney.com/news,300540,997486160.html",263,0
1096,死公司，天天吹换来又是一班吸血鬼,01-19 01:05,"https://guba.eastmoney.com/news,300540,997485587.html",286,0
1097,新能源汽车今年或许将真正实现多路线并行。1月21日，“2021世纪氢能与燃料电池,01-19 12:38,"https://guba.eastmoney.com/news,300540,997479294.html",429,0
1098,赶紧跌停，白墨迹了,01-19 11:31,"https://guba.eastmoney.com/news,300540,997459774.html",230,0
1099,直接干废了,01-19 11:26,"https://guba.eastmoney.com/news,300540,997456673.html",228,0
1100,24块的本，能回本吗,01-19 11:19,"https://guba.eastmoney.com/news,300540,997452672.html",224,0
1101,真气人这两天看表现不错昨天进了今天就这样，哎唉该剁手,01-19 11:11,"https://guba.eastmoney.com/news,300540,997447166.html",343,3
1102,你能不能争口气给我们小散点希望，赶紧向上吧,01-19 10:58,"https://guba.eastmoney.com/news,300540,997438236.html",306,2
1103,大涨你不涨，微跌你大跌，大跌你暴跌，暴跌你跌停！！！,01-19 10:42,"https://guba.eastmoney.com/news,300540,997425984.html",302,1
1104,要打压股价，为定增了。,01-19 10:39,"https://guba.eastmoney.com/news,300540,997423571.html",459,3
1105,买入，坐等发财！,01-19 10:31,"https://guba.eastmoney.com/news,300540,997418092.html",282,0
1106,白吊瞎,01-19 10:26,"https://guba.eastmoney.com/news,300540,997414088.html",255,0
1107,狗解不了,01-19 10:21,"https://guba.eastmoney.com/news,300540,997409829.html",228,0
1108,大涨过后就是大跌,01-19 10:15,"https://guba.eastmoney.com/news,300540,997405262.html",223,0
1109,今天氢能源都暴涨，就你奄奄一息,01-19 09:51,"https://guba.eastmoney.com/news,300540,997385751.html",292,0
1110,马上要带绿帽子了,01-19 09:48,"https://guba.eastmoney.com/news,300540,997382331.html",252,1
1111,明牌,01-19 08:49,"https://guba.eastmoney.com/news,300540,997356263.html",346,0
1112,今天怎么看,01-19 08:32,"https://guba.eastmoney.com/news,300540,997352350.html",350,1
1113,本是后山人，偶座前堂客。醉舞经阁半卷书，坐井说天阔。大志戏功名，海斗量福祸。论到,01-18 11:43,"https://guba.eastmoney.com/news,300540,997316728.html",1352,3
1114,知足于常乐,01-18 09:26,"https://guba.eastmoney.com/news,300540,997290646.html",339,0
1115,深冷股份今日热门盘点,01-18 09:10,"https://guba.eastmoney.com/news,300540,997285962.html",453,0
1116,牛低买[献花][爱心][财力],01-18 07:19,"https://guba.eastmoney.com/news,300540,997260467.html",318,0
1117,我感觉我又被套了！！！,01-18 05:15,"https://guba.eastmoney.com/news,300540,997236773.html",274,0
1118,深冷股份：主力资金净流出94.71万元，净占比-0.88%（01-18）,01-18 03:51,"https://guba.eastmoney.com/news,300540,997214229.html",594,0
1119,坐等13,01-18 03:46,"https://guba.eastmoney.com/news,300540,997211502.html",290,1
1120,明天绝对跌，追高的统统套死，最后跌到13元,01-18 02:47,"https://guba.eastmoney.com/news,300540,997186405.html",339,2
1121,如此一条龙的规划路线，想赚钱我只想告诉你别走朋友。,01-18 02:38,"https://guba.eastmoney.com/news,300540,997180176.html",344,1
1122,追高的都站岗了,01-18 02:01,"https://guba.eastmoney.com/news,300540,997156713.html",229,0
1123,明天低开，把你们今天吃进去的筹码割给我[大笑]高点冷不冷，明天让你们下车,01-18 01:57,"https://guba.eastmoney.com/news,300540,997153947.html",285,0
1124,今天怎么收盘，明天都是大阳何惧之有,01-18 01:55,"https://guba.eastmoney.com/news,300540,997153031.html",349,1
1125,呼叫万手哥,01-18 01:45,"https://guba.eastmoney.com/news,300540,997145781.html",247,0
1126,买在最高点冷不冷[哭],01-18 01:27,"https://guba.eastmoney.com/news,300540,997133594.html",285,1
1127,超跌反弹行情走不远,01-18 01:19,"https://guba.eastmoney.com/news,300540,997128565.html",231,0
1128,垃圾，上方无机构推动,01-18 01:02,"https://guba.eastmoney.com/news,300540,997119173.html",237,0
1129,大都会博物馆中国玉器分别在二楼南侧《古代中国艺术》和三楼北侧《中国装饰艺术陈列》,01-18 12:55,"https://guba.eastmoney.com/news,300540,997117656.html",525,0
1130,再上吧！跌了这么久了,01-18 12:46,"https://guba.eastmoney.com/news,300540,997115382.html",246,0
1131,低调,01-18 12:21,"https://guba.eastmoney.com/news,300540,997109941.html",288,0
1132,山顶好冷，果然是深冷[哭][哭],01-18 12:04,"https://guba.eastmoney.com/news,300540,997105795.html",318,1
1133,一毛不到的业绩，反而涨得不五毛的中泰高的多，无常必有妖，春药催命啊。,01-18 11:46,"https://guba.eastmoney.com/news,300540,997100680.html",258,0
1134,没人气……拉上去也是挂机一样的，尽量别碰，外围一大把好股等着，这股没活性，邪，尽,01-18 11:31,"https://guba.eastmoney.com/news,300540,997094310.html",267,0
1135,已出货，剩下的发财！拜拜了你讷,01-18 11:13,"https://guba.eastmoney.com/news,300540,997082847.html",286,1
1136,封个板，打板资金就进来了,01-18 11:01,"https://guba.eastmoney.com/news,300540,997075044.html",397,3
1137,深冷股份看多,01-18 10:56,"https://guba.eastmoney.com/news,dougu,997071518.html",825,0
1138,买在19.36,01-18 10:47,"https://guba.eastmoney.com/news,300540,997064843.html",515,6
1139,又套人了,01-18 10:44,"https://guba.eastmoney.com/news,300540,997062579.html",251,0
1140,爽歪歪啊！涨了十个点又追了很多进去！身边的朋友乐开花了！还在犹豫卖不卖，我叫他们,01-18 10:44,"https://guba.eastmoney.com/news,300540,997062560.html",557,2
1141,出货了，还不出，等死,01-18 10:38,"https://guba.eastmoney.com/news,300540,997058748.html",239,0
1142,比起前段时间的狂跌，这点涨幅算什么呢,01-18 09:59,"https://guba.eastmoney.com/news,300540,997030621.html",611,5
1143,股权转让落地只是交投的第一步，期待后续的增持和定增计划,01-18 09:41,"https://guba.eastmoney.com/news,300540,997015857.html",391,0
1144,几个意思,01-18 09:28,"https://guba.eastmoney.com/news,300540,997007264.html",366,1
1145,国资控股基本上都会跌，8月份就摊牌的事，有些人还幻想20cm[困顿][困顿],01-18 12:33,"https://guba.eastmoney.com/news,300540,996970978.html",596,5
1146,你看看,01-17 09:44,"https://guba.eastmoney.com/news,300540,996957108.html",301,0
1147,资金流向周汇总：深冷股份本周主力资金净流入382.22万元,01-17 04:14,"https://guba.eastmoney.com/news,300540,996925172.html",514,0
1148,怎么变无人关注都空，你看航天工程！氢能八字没一撇呢，炒上天了,01-16 01:42,"https://guba.eastmoney.com/news,300540,996819750.html",523,4
1149,国资委两年内注资不得少于十亿,01-16 11:43,"https://guba.eastmoney.com/news,300540,996809793.html",414,1
1150,国资委两年内注资不得少于十亿,01-16 11:42,"https://guba.eastmoney.com/news,300540,996809811.html",279,0
1151,哈哈哈，同样的图形，我买了深冷和晓程100股，而没散户接盘的国际医学却走出了完全,01-16 09:56,"https://guba.eastmoney.com/news,300540,996799799.html",435,0
1152,14号努力了一天，被人砸盘，兜住了，周五才拉升，各位小散，对不住大家了！周一涨停,01-16 07:38,"https://guba.eastmoney.com/news,300540,996785951.html",454,1
1153,18块的本2万股被套了一个星期了，下周能不能回本？,01-16 05:08,"https://guba.eastmoney.com/news,300540,996778320.html",466,2
1154,国资委五年内注资不得少于十亿,01-16 02:01,"https://guba.eastmoney.com/news,300540,996772584.html",339,1
1155,股权过户完成 交投实业带着10亿“聘礼”正式入主深冷股份,01-15 10:45,"https://guba.eastmoney.com/news,300540,996805160.html",2030,6
1156,国资入注，4川企有望做大做强。,01-15 10:37,"https://guba.eastmoney.com/news,cfhpl,996753396.html",2284,1
1157,内幕，自查,01-15 10:05,"https://guba.eastmoney.com/news,300540,996747716.html",506,2
1158,划下重点，短线看平或空，中长线看涨，我们现在要做的就是降低到足够低的成本，准备打,01-15 09:48,"https://guba.eastmoney.com/news,300540,996744277.html",714,3
1159,深冷股份完成股份转让过户 四川省国资委成新实控人,01-15 09:35,"https://guba.eastmoney.com/news,300540,996742203.html",5124,3
1160,改名中字头,01-15 09:13,"https://guba.eastmoney.com/news,300540,996737199.html",319,1
1161,深冷股份:北京市中伦律师事务所关于公司控股股东、实际控制人变更的法律意见,01-15 08:27,"https://guba.eastmoney.com/news,300540,996726477.html",1673,4
1162,深冷股份:关于控股股东、实际控制人协议转让股份过户完成暨控制权发生变更的公告,01-15 08:27,"https://guba.eastmoney.com/news,300540,996726453.html",4818,11
1163,这个kdj线大佬们咋说[俏皮],01-15 04:25,"https://guba.eastmoney.com/news,300540,996681912.html",296,1
1164,深冷股份：主力资金连续3天净流入累计386.85万元（01-15）,01-15 03:44,"https://guba.eastmoney.com/news,300540,996668070.html",490,0
1165,估计是要出消息了,01-15 03:09,"https://guba.eastmoney.com/news,300540,996655427.html",311,2
1166,不好意思跌了！丢人！,01-15 02:54,"https://guba.eastmoney.com/news,300540,996646537.html",225,0
1167,2021年1月21日世纪氢能与燃料电池大会在北京召开！,01-15 02:49,"https://guba.eastmoney.com/news,300540,996642931.html",621,2
1168,拉一下啊，早盘追高进的就一直横盘，操了,01-15 02:40,"https://guba.eastmoney.com/news,300540,996636176.html",232,0
1169,快跑啊，恶庄又套人了,01-15 02:24,"https://guba.eastmoney.com/news,300540,996624499.html",194,0
1170,风口调研丨加氢5分钟续航600km 氢能源汽车才是未来？,01-15 02:00,https://guba.eastmoney.com//caifuhao.eastmoney.com/news/20210115140004555117860,61873,0
1171,资金又来小票炒作了，这风格变得太快了,01-15 01:23,"https://guba.eastmoney.com/news,300540,996584515.html",311,3
1172,该表现了，加油！加油！,01-15 12:28,"https://guba.eastmoney.com/news,300540,996562841.html",204,0
1173,今天表现还可以，不像以前早盘拉一下就泻了！,01-15 11:15,"https://guba.eastmoney.com/news,300540,996529920.html",314,1
1174,可以进来了吗？,01-15 10:49,"https://guba.eastmoney.com/news,300540,996510434.html",194,0
1175,快跑，又来了,01-15 10:30,"https://guba.eastmoney.com/news,300540,996495601.html",243,0
1176,要涨停的样子,01-15 10:20,"https://guba.eastmoney.com/news,300540,996488100.html",221,0
1177,亏一万块16.05走了留下发财,01-15 10:03,"https://guba.eastmoney.com/news,300540,996473901.html",331,1
1178,利空的原因在这里，账户都被冻结了,01-15 08:48,"https://guba.eastmoney.com/news,300540,996428872.html",833,6
1179,深冷股份：主力资金净流入104.33万元，净占比3.48%（01-14）,01-14 03:45,"https://guba.eastmoney.com/news,300540,996283237.html",448,0
