,titles,times,links
396,涨停,01-15 08:21,"https://guba.eastmoney.com/news,000753,996423439.html"
397,漳州发展：主力资金净流入24.28万元，净占比3.32%（01-14）,01-14 03:52,"https://guba.eastmoney.com/news,000753,996288352.html"
398,两会期间必有一波小行情，坚决持有耐心等待爱的召唤,01-14 03:29,"https://guba.eastmoney.com/news,000753,996277829.html"
399,可以买入了。,01-14 07:02,"https://guba.eastmoney.com/news,000753,996018827.html"
400,漳州发展和片仔癀什么关系，谁知道,01-13 08:35,"https://guba.eastmoney.com/news,000753,995955989.html"
401,就这走势，你指定是有点毛病[捂脸],01-13 08:15,"https://guba.eastmoney.com/news,000753,995951485.html"
402,漳州发展：主力资金净流出36.35万元，净占比-4.30%（01-13）,01-13 03:50,"https://guba.eastmoney.com/news,000753,995885443.html"
403,混蛋玩意,01-13 03:10,"https://guba.eastmoney.com/news,000753,995866125.html"
404,这2.67元的股票够高管高薪的吗？高价增发属于欺诈,01-13 10:34,"https://guba.eastmoney.com/news,000753,995689177.html"
405,2.7卖了等跌停是高手,01-13 10:06,"https://guba.eastmoney.com/news,000753,995656177.html"
406,退市的节奏，华锐风电90到0.26，人家说有国企改革重组，新能源概念，不也倒下了,01-12 09:32,"https://guba.eastmoney.com/news,000753,995526210.html"
407,退市的节奏，华锐风电90到0.26，人家说有国企改革重组，新能源概念，不也倒下了,01-12 09:32,"https://guba.eastmoney.com/news,000753,995526207.html"
408,大家要好好的珍惜现在2.7的筹码，可能牛市的第二波开启了,01-12 06:42,"https://guba.eastmoney.com/news,000753,995482980.html"
409,漳州发展：主力资金净流入101.22万元，净占比17.34%（01-12）,01-12 03:53,"https://guba.eastmoney.com/news,000753,995438938.html"
410,漳州发展没耐心或投机心态的千万别碰，会磨死人的，但如果不急用钱就安心持着必有回报,01-12 12:38,"https://guba.eastmoney.com/news,000753,995305608.html"
411,全部撤出，年后再来，能赚已经相当不错le,01-12 12:37,"https://guba.eastmoney.com/news,000753,995305291.html"
412,污水资源化重磅文件发布！千亿市场需求有望加速释放上海证券报18分钟前4评论202,01-12 08:46,"https://guba.eastmoney.com/news,000753,995170070.html"
413,放3年，上8元！没这个耐心就去炒贵州茅台吧！,01-12 01:30,"https://guba.eastmoney.com/news,000753,995139409.html"
414,t的钱都跌没了！割肉换美股翻身,01-12 01:21,"https://guba.eastmoney.com/news,000753,995138988.html"
415,低价股比的是耐心，可小仓位试试盘,01-11 06:52,"https://guba.eastmoney.com/news,000753,995069013.html"
416,漳州发展：主力资金连续4天净流出累计828.05万元（01-11）,01-11 03:50,"https://guba.eastmoney.com/news,000753,995023624.html"
417,查查这几年来(2015年〉后。漳发最低价日收盘价是2.51元。大盘在2500点。,01-11 03:32,"https://guba.eastmoney.com/news,000753,995014758.html"
418,人为因素影响是短时间的。最近机构票猛涨。很多票被打压。一段时间后就回归市场规律运,01-11 12:59,"https://guba.eastmoney.com/news,000753,994909375.html"
419,这价位不赚永远锁仓[胜利][胜利][胜利],01-11 12:33,"https://guba.eastmoney.com/news,000753,994902772.html"
420,先做到二点一点附近，增利百分三百,01-11 11:06,"https://guba.eastmoney.com/news,000753,994859258.html"
421,小王告诉杨百这股这价位炒亏亏锁我们补上,01-11 10:26,"https://guba.eastmoney.com/news,000753,994824121.html"
422,小王叫上刘三，张晋，杨百等一起来,01-11 10:20,"https://guba.eastmoney.com/news,000753,994818933.html"
423,其他股出来资金慢慢做漳州,01-11 10:16,"https://guba.eastmoney.com/news,000753,994814582.html"
424,希望这些前期跌幅大的股给我们带来巨润，等了好久才操作，指望今年不搞了,01-11 10:01,"https://guba.eastmoney.com/news,000753,994800559.html"
425,调集做漳州资金希望能利润大些,01-11 09:36,"https://guba.eastmoney.com/news,000753,994776804.html"
426,加大力度做空，赚多些,01-11 09:35,"https://guba.eastmoney.com/news,000753,994775840.html"
427,人家股票跌百分之1，公司懂事会就像热锅上的蚂蚁，而脏粥罚斩却无动于衷，原因就是高,01-11 09:27,"https://guba.eastmoney.com/news,000753,994771345.html"
428,转发,01-10 05:42,"https://guba.eastmoney.com/news,000753,994701422.html"
429,漳州发展主力资金连续8周净流出合计2313.48万元,01-10 04:11,"https://guba.eastmoney.com/news,000753,994690929.html"
430,股价已经接近年初低点了！,01-10 12:06,"https://guba.eastmoney.com/news,000753,994668536.html"
431,牛散徐开东持续加仓漳州发展，就是对这只票的信心。预期就是漳州与台湾的贸易往来，随,01-10 11:12,"https://guba.eastmoney.com/news,000753,994664425.html"
432,一个公司赚大钱最好的办法就是拉升股价高位套现，退市了就失去了游戏的意义、但是要去,01-10 01:02,"https://guba.eastmoney.com/news,000753,994637935.html"
433,请问公司汽车商贸业务经营如何，是否有代销新能源汽车,01-13 04:44,"https://guba.eastmoney.com/news,000753,995906781.html"
434,5.56元高价增发的钱到哪里去了？国有资产贬值，高管高新增值,01-08 04:36,"https://guba.eastmoney.com/news,000753,994452281.html"
435,a股正在走像成熟化市场，龙头效应聚集，漳州发展这种没业绩没创新能力企业 再见,01-08 04:17,"https://guba.eastmoney.com/news,000753,994447461.html"
436,漳州发展：主力资金连续3天净流出累计635.08万元（01-08）,01-08 03:52,"https://guba.eastmoney.com/news,000753,994439771.html"
437,上周2.87元卖了。今天又买回来了。看看庄家主力如何折腾。稳坐漳州发展。,01-08 03:19,"https://guba.eastmoney.com/news,000753,994427157.html"
438,成功作丅，以帖为证,01-08 01:15,"https://guba.eastmoney.com/news,000753,994348116.html"
439,还是我们研究院厉害，等来的全是低价锁仓筹码,01-08 10:59,"https://guba.eastmoney.com/news,000753,994292829.html"
440,制定好计划了，低位吃掉庄的派发筹码[大笑][大笑][大笑],01-08 10:57,"https://guba.eastmoney.com/news,000753,994292390.html"
441,漳州人要买就买片仔癀，买啥漳州发展？,01-08 10:51,"https://guba.eastmoney.com/news,000753,994286890.html"
442,向日葵，天龙集团，低价弱势股今天都大涨了。漳发等？,01-08 10:29,"https://guba.eastmoney.com/news,000753,994269350.html"
443,晋控电力(漳泽电力)又涨停了。前阶段从2.5元开始拉升。漳州发展感觉有新主力入住,01-08 10:25,"https://guba.eastmoney.com/news,000753,994265692.html"
444,捡漏了[大笑][大笑][大笑],01-08 10:09,"https://guba.eastmoney.com/news,000753,994248918.html"
445,漳州主力这几天操作最起码亏几百万[大笑][大笑][大笑],01-08 10:07,"https://guba.eastmoney.com/news,000753,994248535.html"
446,不赚钱锁仓五年,01-08 09:46,"https://guba.eastmoney.com/news,000753,994224244.html"
447,年前要狠狠赚一笔,01-08 09:44,"https://guba.eastmoney.com/news,000753,994221791.html"
448,把主力筹码耗光[大笑][大笑][大笑][鼓掌][鼓掌][鼓掌],01-08 09:41,"https://guba.eastmoney.com/news,000753,994219436.html"
449,小王加大买入锁仓,01-08 09:39,"https://guba.eastmoney.com/news,000753,994215100.html"
450,洒类基金昨天卖了，赚了百分60.另一支新材料基金已翻倍准备今天卖了。但是不敢补漳,01-08 09:19,"https://guba.eastmoney.com/news,000753,994200654.html"
451,漳发没有大资金关注。漳泽电力也是在2元多震荡很久。最近几天也拉上4元多。漳发从2,01-07 10:18,"https://guba.eastmoney.com/news,000753,994130697.html"
452,太惨了， 满仓套7个点了 成本2.96 高高的站岗,01-07 09:53,"https://guba.eastmoney.com/news,000753,994123826.html"
453,扣非净利大跌，才1000多万！年底会不会巨亏！,01-07 08:45,"https://guba.eastmoney.com/news,000753,994102136.html"
454,今天重金买入，希望有好收成,01-07 07:58,"https://guba.eastmoney.com/news,000753,994089449.html"
455,真是破碗成脏粥，感觉跌无可跌，有下来百分之十,01-07 05:32,"https://guba.eastmoney.com/news,000753,994055334.html"
456,不是吧不是吧,01-07 03:55,"https://guba.eastmoney.com/news,000753,994025293.html"
457,漳州发展：主力资金净流出223.2万元，净占比-13.33%（01-07）,01-07 03:54,"https://guba.eastmoney.com/news,000753,994023971.html"
458,垃圾,01-07 02:19,"https://guba.eastmoney.com/news,000753,993953975.html"
459,呵呵3500点，不是热点的股就得打到地底下，创新低，真够可以的,01-07 01:57,"https://guba.eastmoney.com/news,000753,993931382.html"
460,大盘基本到阶段性顶。强势股大部分在做顶。接下来滞涨股如果没补涨。那么调整500点,01-07 11:24,"https://guba.eastmoney.com/news,000753,993840164.html"
461,寒锐钴业67元卖了。现在涨到115元。内蒙一机9.5元割肉了。也涨到12元多。漳,01-07 10:51,"https://guba.eastmoney.com/news,000753,993809094.html"
462,典型的仙股。高管还好意思拿高薪呢。无耻！,01-07 09:30,"https://guba.eastmoney.com/news,000753,993721460.html"
463,啥都不说自己看,01-07 07:07,"https://guba.eastmoney.com/news,000753,993690385.html"
464,脏粥真脏,01-06 09:15,"https://guba.eastmoney.com/news,000753,993633117.html"
465,漳州发展：主力资金净流出352.87万元，净占比-22.49%（01-06）,01-06 03:52,"https://guba.eastmoney.com/news,000753,993556239.html"
466,垃圾,01-06 01:12,"https://guba.eastmoney.com/news,000753,993451147.html"
467,敢问公司股东什么时候增持股份？,01-06 12:14,"https://guba.eastmoney.com/news,000753,993433621.html"
468,我从16年4.67进场，经过4年的加仓，做T目前持十万股成本3.84元，但此股业,01-05 05:33,"https://guba.eastmoney.com/news,000753,993160591.html"
469,漳州发展：主力资金净流入160.22万元，净占比9.04%（01-05）,01-05 03:57,"https://guba.eastmoney.com/news,000753,993136488.html"
470,坚信会有一波行情！主要原因是价低，翻一倍才5元多，翻两倍才8元多。业绩和基本面还,01-05 03:11,"https://guba.eastmoney.com/news,000753,993114144.html"
471,反包？,01-05 02:53,"https://guba.eastmoney.com/news,000753,993101114.html"
472,敢问路在何方？,01-05 02:06,"https://guba.eastmoney.com/news,000753,993063235.html"
473,被遗忘者,01-05 02:05,"https://guba.eastmoney.com/news,000753,993062132.html"
474,有新主力入住漳州发展。吸筹阶段。所以股价还得磨。准备好长期持股了。坚持到2022,01-05 10:21,"https://guba.eastmoney.com/news,000753,992932959.html"
475,漳州发展:关于参与设立投资基金的进展公告,01-04 04:25,"https://guba.eastmoney.com/news,000753,992731296.html"
476,漳州发展：主力资金连续3天净流出累计526.3万元（01-04）,01-04 03:57,"https://guba.eastmoney.com/news,000753,992722721.html"
477,考验心态与耐性，但此股不会爆雷，业绩稳定但利润低，,01-04 03:26,"https://guba.eastmoney.com/news,000753,992709349.html"
478,解套那么难吗,01-04 03:09,"https://guba.eastmoney.com/news,000753,992702278.html"
479,等大盘调整，这个垃圾跌幅第一 往一元股前进,01-04 02:41,"https://guba.eastmoney.com/news,000753,992682282.html"
480,怎么就一动不动呢？太悲催了，放弃,01-04 01:45,"https://guba.eastmoney.com/news,000753,992640604.html"
481,徐开东，徐大爷,01-04 01:17,"https://guba.eastmoney.com/news,000753,992621304.html"
482,2019年4月19日漳发最高价4.49元。当时大盘上证是3270点。到今天大盘涨,01-04 12:59,"https://guba.eastmoney.com/news,000753,992610889.html"
483,坚定信念。如果今年走牛市。板块个股一定会轮动。历史上的几次牛市都一样这是铁律。买,01-04 11:13,"https://guba.eastmoney.com/news,000753,992569867.html"
484,牛年A股牛气冲天。今年三月底冲上4000点。年底有望站上5000点。,01-04 10:50,"https://guba.eastmoney.com/news,000753,992552116.html"
485,持有不卖等庄家抬轿子。[大笑],01-04 10:04,"https://guba.eastmoney.com/news,000753,992513963.html"
486,漳州发展主力资金连续7周净流出合计1425.92万元,01-03 04:16,"https://guba.eastmoney.com/news,000753,992407348.html"
487,愿在牛年里中国A股走出真正的牛市。牛气冲天。冲上5000点。,01-02 07:47,"https://guba.eastmoney.com/news,000753,992341849.html"
488,带发展的股票，就你最菜,01-01 04:44,"https://guba.eastmoney.com/news,000753,992258942.html"
489,仙股不碰,12-31 11:34,"https://guba.eastmoney.com/news,000753,992190957.html"
490,2020年度小集锦——漳州发展,12-31 04:47,"https://guba.eastmoney.com/news,000753,992122707.html"
491,漳州发展：主力资金净流出73.46万元，净占比-6.07%（12-31）,12-31 03:55,"https://guba.eastmoney.com/news,000753,992107406.html"
492,祝大家2021年快乐,12-31 03:03,"https://guba.eastmoney.com/news,000753,992084102.html"
493,我宣布：下周涨停,12-31 02:57,"https://guba.eastmoney.com/news,000753,992079619.html"
494,有什么利空吗,12-31 10:40,"https://guba.eastmoney.com/news,000753,991933333.html"
495,持有不卖，这股票该快涨了,12-31 10:34,"https://guba.eastmoney.com/news,000753,991928182.html"
496,更名福建发展都不用！,12-31 09:47,"https://guba.eastmoney.com/news,000753,991885852.html"
497,几年了还是那样,12-31 09:45,"https://guba.eastmoney.com/news,000753,991883317.html"
498,漳州发展：主力资金净流出40.14万元，净占比-3.95%（12-30）,12-30 03:52,"https://guba.eastmoney.com/news,000753,991720331.html"
499,漳州发展马上要开始涨啦,12-30 03:38,"https://guba.eastmoney.com/news,000753,991713705.html"
500,脏州出脏粥，牙碜又反胃,12-30 03:28,"https://guba.eastmoney.com/news,000753,991710150.html"
501,脏粥高价圈钱，高价增发，国有资产严重贬值,12-30 02:22,"https://guba.eastmoney.com/news,000753,991669323.html"
502,这种行情走成这样，我大漳州的脸往哪搁[哭],12-30 12:26,"https://guba.eastmoney.com/news,000753,991606169.html"
503,我喜欢买低价股。除漳发以外。今年买利欧，通裕，向日葵，还有漳泽电力。大都有翻倍。,12-30 12:16,"https://guba.eastmoney.com/news,000753,991603878.html"
504,瞧，一个人干活，五个人看！,12-30 12:06,"https://guba.eastmoney.com/news,000753,991601273.html"
505,瞧，钱都用在吃喝上面了！,12-30 12:03,"https://guba.eastmoney.com/news,000753,991600826.html"
506,脑满肥长自己不干活，与中国建筑签署《建设工程施工协议》,12-30 12:01,"https://guba.eastmoney.com/news,000753,991599903.html"
507,去年也就2019年12月31日收官。上证3050.点。深市10450点。同期漳发,12-30 10:28,"https://guba.eastmoney.com/news,000753,991540254.html"
508,3年前买的3万多股成本价4.89元。学习碧水源坚持抗战防疫三年多。谁的成本比我高,12-30 09:31,"https://guba.eastmoney.com/news,000753,991487705.html"
509,我们漳州发展因为没有响亮的概念。股价一直低迷。弹性很差。大盘2500点时，股价2,12-29 06:39,"https://guba.eastmoney.com/news,000753,991380194.html"
510,漳州发展：主力资金净流入134.78万元，净占比9.59%（12-29）,12-29 04:06,"https://guba.eastmoney.com/news,000753,991343734.html"
511,都涨的时候他不涨，都跌的时候他不跌！,12-29 02:27,"https://guba.eastmoney.com/news,000753,991291640.html"
512,次次干不过平潭,12-29 10:31,"https://guba.eastmoney.com/news,000753,991168864.html"
513,穷庙富和尚 可怜了股民,12-28 09:25,"https://guba.eastmoney.com/news,000753,991026948.html"
514,每年几分钱业绩还常年不分红,12-28 09:13,"https://guba.eastmoney.com/news,000753,991023997.html"
515,揭开掏空上市公司的秘密通道,12-28 08:29,"https://guba.eastmoney.com/news,000753,991012035.html"
516,漳州发展：主力资金连续7天净流出累计546.09万元（12-28）,12-28 03:55,"https://guba.eastmoney.com/news,000753,990949820.html"
517,去年一些比漳发还低价的如向日葵，通裕重工。，利欧股份等…，低价时就一元多。现在都,12-28 03:18,"https://guba.eastmoney.com/news,000753,990934956.html"
518,脏州罚展,12-28 12:03,"https://guba.eastmoney.com/news,000753,990827178.html"
519,今天这样走势，看来换的这个董秘也不咋滴啊！没得到资本认可！,12-28 10:17,"https://guba.eastmoney.com/news,000753,990758402.html"
520,刚才去了公司问问情况怎样，一切正常。,12-28 10:14,"https://guba.eastmoney.com/news,000753,990755585.html"
521,漳州发展主力资金连续6周净流出合计1421.12万元,12-27 04:10,"https://guba.eastmoney.com/news,000753,990631871.html"
522,换董秘，来个三把火 三个板,12-26 12:32,"https://guba.eastmoney.com/news,000753,990480234.html"
523,2017年非公开增发价是每股5.59元。至少要6元才不亏本。2008一2015一,12-25 11:06,"https://guba.eastmoney.com/news,000753,990470658.html"
524,漳州发展:第七届董事会2020年第七次临时会议决议公告,12-25 06:33,"https://guba.eastmoney.com/news,000753,990418626.html"
525,漳州发展:独立董事关于公司有关事项的独立意见,12-25 06:33,"https://guba.eastmoney.com/news,000753,990418633.html"
526,漳州发展：主力资金连续6天净流出累计520.11万元（12-25）,12-25 03:57,"https://guba.eastmoney.com/news,000753,990385988.html"
527,这股只能长线投资，企业运营正常，所有业务都是挣钱的但不多，而且国企领导不敢弄虚作,12-25 11:22,"https://guba.eastmoney.com/news,000753,990242547.html"
528,漳州国有止市公司片仔癀，龙溪股份。漳州发展三支股票。前两支都涨的不错。听说是几个,12-25 10:35,"https://guba.eastmoney.com/news,000753,990207281.html"
529,买漳州发展的理由依据是什么？。1，业绩稳定，2，市盈率不高。3，盘子不大。4，横,12-24 11:44,"https://guba.eastmoney.com/news,000753,990090155.html"
530,3.13的本，刚好套一个板，有比我高的吗？,12-24 08:08,"https://guba.eastmoney.com/news,000753,990046053.html"
531,明天改埋2.81买2万股，对这山寨股长线还是有点信心的,12-24 07:00,"https://guba.eastmoney.com/news,000753,990032768.html"
532,漳州发展：主力资金连续5天净流出累计502.51万元（12-24）,12-24 05:50,"https://guba.eastmoney.com/news,000753,990018697.html"
533,脏发就是漳州人民的耻辱,12-24 02:14,"https://guba.eastmoney.com/news,000753,989924043.html"
534,打下来啊我埋2.84买2万股，做4～5分T专业户,12-24 01:20,"https://guba.eastmoney.com/news,000753,989881182.html"
535,大胆买进长期持有。短线没概念题材难大涨。但大跌也难。业绩算稳定。汽车销售业务基本,12-24 12:12,"https://guba.eastmoney.com/news,000753,989854973.html"
536,大家快买吧，买到就是发财,12-24 09:22,"https://guba.eastmoney.com/news,000753,989717236.html"
537,蓝䓓股、蓝䓓股、蓝䓓股⋯雄起！,12-23 11:28,"https://guba.eastmoney.com/news,000753,989665885.html"
538,此股只能长线投资，千万别短线投机，长线必有10％的年利率，没人气而已但公司业绩相,12-23 10:08,"https://guba.eastmoney.com/news,000753,989650948.html"
539,漳发高管完了估摸着能涨吧！,12-23 09:22,"https://guba.eastmoney.com/news,000753,989639995.html"
540,又是一天心电图,12-23 02:58,"https://guba.eastmoney.com/news,000753,989538292.html"
541,看看线，再跌就收摊了！！！,12-23 12:11,"https://guba.eastmoney.com/news,000753,989250427.html"
542,你牛逼，套深了，8个点了， 没割的意义了， 坚守你这垃圾！,12-22 06:18,"https://guba.eastmoney.com/news,000753,989181506.html"
543,短期内2.9～2.99之间调整，只能多做4～5分半仓T，我8万股成本4.26降到,12-22 05:33,"https://guba.eastmoney.com/news,000753,989170627.html"
544,此股无庄考验耐性，但此股安全绝对不会踩雷，短线没机会，长线会有10％的年回报率,12-22 05:27,"https://guba.eastmoney.com/news,000753,989169069.html"
545,92出的明天看看83应该可以接回来,12-22 03:32,"https://guba.eastmoney.com/news,000753,989134429.html"
546,3.18 何时能解套！这个垃圾  天天1分钱晃,12-21 05:19,"https://guba.eastmoney.com/news,000753,988768935.html"
547,退市吧,12-21 03:08,"https://guba.eastmoney.com/news,000753,988729745.html"
548,太考耐心了，汽车股涨的那么好，跟汽车没关系么,12-21 02:31,"https://guba.eastmoney.com/news,000753,988703531.html"
549,在里面的难受不,12-21 01:58,"https://guba.eastmoney.com/news,000753,988679878.html"
550,年报有1毛多的小盘股 不可能连三块都上不去吧！,12-21 01:39,"https://guba.eastmoney.com/news,000753,988665821.html"
551,漳州发展主力资金连续5周净流出合计937.76万元,12-20 04:16,"https://guba.eastmoney.com/news,000753,988460900.html"
552,等不及了2.99出了也应该可以接回来,12-18 10:43,"https://guba.eastmoney.com/news,000753,988072641.html"
553,3元挂在了2000多附近，卖出后等着2.95,12-18 10:32,"https://guba.eastmoney.com/news,000753,988063988.html"
554,漳州发展:2020年第四次临时股东大会法律意见书,12-17 04:52,"https://guba.eastmoney.com/news,000753,987864846.html"
555,漳州发展:2020年第四次临时股东大会决议公告,12-17 04:52,"https://guba.eastmoney.com/news,000753,987864837.html"
556,漳州发展:关于控股子公司签署日常经营重大合同补充协议的公告,12-17 04:52,"https://guba.eastmoney.com/news,000753,987864836.html"
557,漳州发展：主力资金净流入112.51万元，净占比11.67%（12-17）,12-17 03:49,"https://guba.eastmoney.com/news,000753,987849098.html"
558,大盘好了都在涨就这货半死不活,12-17 10:54,"https://guba.eastmoney.com/news,000753,987700192.html"
559,撑这么多骗追吗？偏偏93出一半往下t，不敢全部,12-17 10:20,"https://guba.eastmoney.com/news,000753,987670761.html"
560,开盘涨停，甩掉一大批短线客。,12-17 09:01,"https://guba.eastmoney.com/news,000753,987606423.html"
561,漳州发展：主力资金净流出212.85万元，净占比-16.81%（12-16）,12-16 03:54,"https://guba.eastmoney.com/news,000753,987461929.html"
562,隔天怕啥就是往下t,12-16 02:51,"https://guba.eastmoney.com/news,000753,987427388.html"
563,卖了准没错等着,12-16 09:59,"https://guba.eastmoney.com/news,000753,987258461.html"
564,漳州发展：主力资金净流入75.68万元，净占比7.38%（12-15）,12-15 03:54,"https://guba.eastmoney.com/news,000753,987083527.html"
565,准备启动,12-15 02:09,"https://guba.eastmoney.com/news,000753,987031697.html"
566,2.99刚刚卖出了，等着接呢,12-15 11:18,"https://guba.eastmoney.com/news,000753,986962933.html"
567,3元是压力，出了继续往下t,12-15 10:10,"https://guba.eastmoney.com/news,000753,986913788.html"
568,漳州发展：主力资金净流出14.98万元，净占比-0.92%（12-14）,12-14 03:53,"https://guba.eastmoney.com/news,000753,986732637.html"
569,这个SB庄，为压盘，你一手一手的卖，累死你个王八旦,12-14 01:55,"https://guba.eastmoney.com/news,000753,986671231.html"
570,2.98又出了，继续等回踩，总之天天往下t绝对赚钱,12-14 01:52,"https://guba.eastmoney.com/news,000753,986669215.html"
571,服了服了,12-14 07:47,"https://guba.eastmoney.com/news,000753,986510363.html"
572,漳州发展主力资金连续4周净流出合计861.37万元,12-13 04:20,"https://guba.eastmoney.com/news,000753,986457251.html"
573,漳州发展为什么要高价增发，低价贬值,12-12 12:11,"https://guba.eastmoney.com/news,000753,986355561.html"
574,在里面舒不舒服，寂寞吗？,12-11 07:10,"https://guba.eastmoney.com/news,000753,986268257.html"
575,漳州发展：主力资金净流出154.38万元，净占比-13.62%（12-11）,12-11 03:57,"https://guba.eastmoney.com/news,000753,986229662.html"
576,123往下t,12-11 02:22,"https://guba.eastmoney.com/news,000753,986175473.html"
577,其实这股挺能抗的,12-11 10:49,"https://guba.eastmoney.com/news,000753,986048064.html"
578,2.68元买100股，继续砸,12-11 10:47,"https://guba.eastmoney.com/news,000753,986046008.html"
579,大势已去，你还能撑多久,12-11 09:49,"https://guba.eastmoney.com/news,000753,985986242.html"
580,漳州发展：主力资金净流入266.87万元，净占比15.01%（12-10）,12-10 03:53,"https://guba.eastmoney.com/news,000753,985823198.html"
581,卧槽，什么情况2.98卖出30000股往下t，怎么不砸了？这不是隔天了吗？了,12-10 02:58,"https://guba.eastmoney.com/news,000753,985798880.html"
582,98先出了往下t，3.22的本,12-10 02:52,"https://guba.eastmoney.com/news,000753,985794969.html"
583,放量开始，拿好起飞！！,12-10 02:47,"https://guba.eastmoney.com/news,000753,985791258.html"
584,漳州发展开始拉了,12-10 02:30,"https://guba.eastmoney.com/news,000753,985779851.html"
585,整个消费股都大涨特涨，唯独卖汽车的超低价消费概念没有涨，只有垃圾弱庄才在低位搬起,12-10 12:52,"https://guba.eastmoney.com/news,000753,985722928.html"
586,脏粥僵尸，垃圾罚斩,12-10 10:20,"https://guba.eastmoney.com/news,000753,985651735.html"
587,别着急94出了，等等就下来了,12-10 10:16,"https://guba.eastmoney.com/news,000753,985648988.html"
588,今天卖9394往下等,12-10 09:40,"https://guba.eastmoney.com/news,000753,985616648.html"
589,2.94出了往下等,12-10 09:39,"https://guba.eastmoney.com/news,000753,985616122.html"
590,漳州发展：主力资金净流入80.5万元，净占比5.87%（12-09）,12-09 03:58,"https://guba.eastmoney.com/news,000753,985462652.html"
591,没毛病，卖了接回来果然赚钱,12-09 02:56,"https://guba.eastmoney.com/news,000753,985429684.html"
592,慢慢建回,12-09 02:53,"https://guba.eastmoney.com/news,000753,985426826.html"
593,举报，一个企业，新任懂事长没其他收入，只能靠给人担保才有红包收入，,12-09 02:52,"https://guba.eastmoney.com/news,000753,985425550.html"
594,借着趋势挂98卖出，在接回来也是赚钱呀,12-09 02:11,"https://guba.eastmoney.com/news,000753,985393989.html"
595,2.98卖了20000股，挂在了2.95最前面300左右，等着砸下来,12-09 02:06,"https://guba.eastmoney.com/news,000753,985390920.html"
596,为什么好多人先卖后收，这样赚钱吗？好多人都是这么弄，挂着上手卖了下手接，为什么？,12-09 02:03,"https://guba.eastmoney.com/news,000753,985388605.html"
597,我一个朋友3.01清仓了10万股，和我说等着拿钱买你，大家觉得能不能到2.9给我,12-09 01:59,"https://guba.eastmoney.com/news,000753,985385382.html"
598,僵尸,12-09 09:42,"https://guba.eastmoney.com/news,000753,985241808.html"
599,漳州发展：主力资金净流出202.93万元，净占比-17.46%（12-08）,12-08 03:55,"https://guba.eastmoney.com/news,000753,985090184.html"
600,人家等来的是千手买单，我们等来的是千手砸盘和压单,12-08 01:49,"https://guba.eastmoney.com/news,000753,985024671.html"
601,年前肯定有一波，等着吧,12-08 01:18,"https://guba.eastmoney.com/news,000753,985006042.html"
602,这种股票谁买谁倒霉,12-08 12:37,"https://guba.eastmoney.com/news,000753,984993030.html"
603,这股没热点炒作,12-08 11:44,"https://guba.eastmoney.com/news,000753,984980653.html"
604,涨一分钱比难产还难，庄你就指着一分钱发家呢，SB,12-08 11:03,"https://guba.eastmoney.com/news,000753,984959042.html"
605,高薪没有一股、造成5.59元高价增发2次，12元配股价一次，价值投资选择脏粥罚斩,12-08 10:35,"https://guba.eastmoney.com/news,000753,984940446.html"
606,2毛钱能玩半年,12-08 09:59,"https://guba.eastmoney.com/news,000753,984913582.html"
607,拉锯子,12-08 09:49,"https://guba.eastmoney.com/news,000753,984904922.html"
608,谁能告诉我这是一支什么鬼东西，怎么一天1分2分地玩，,12-08 09:05,"https://guba.eastmoney.com/news,000753,984880081.html"
609,漳州发展：主力资金净流出147.3万元，净占比-12.37%（12-07）,12-07 03:55,"https://guba.eastmoney.com/news,000753,984752904.html"
610,低调清仓40000股,12-07 11:26,"https://guba.eastmoney.com/news,000753,984642012.html"
611,起飞，准备！！,12-07 11:16,"https://guba.eastmoney.com/news,000753,984635961.html"
612,起飞，准备！！,12-07 11:16,"https://guba.eastmoney.com/news,000753,984635908.html"
613,拉不动,12-07 10:56,"https://guba.eastmoney.com/news,000753,984623323.html"
614,漳州发展主力资金连续3周净流出合计704.13万元,12-06 04:20,"https://guba.eastmoney.com/news,000753,984488310.html"
615,不就是个卖汽车的嘛，取个高大上的名字，XX发展，哈哈！,12-05 09:52,"https://guba.eastmoney.com/news,000753,984424693.html"
616,股吧里福建的兄弟们回复一下！,12-05 02:55,"https://guba.eastmoney.com/news,000753,984342617.html"
617,漳州发展：主力资金净流入83.28万元，净占比5.08%（12-04）,12-04 03:54,"https://guba.eastmoney.com/news,000753,984253974.html"
618,准备起飞，吃吃,12-04 01:55,"https://guba.eastmoney.com/news,000753,984192435.html"
619,买单这么多266手，庄家玩呢,12-04 01:44,"https://guba.eastmoney.com/news,000753,984185868.html"
620,今天涨幅4个点以上。,12-04 08:30,"https://guba.eastmoney.com/news,000753,984037525.html"
621,一家地方国有公司股价低的比ST都低！这种为作为的与国企改革相背驰的应该反醒了，希,12-03 08:03,"https://guba.eastmoney.com/news,000753,983968802.html"
622,漳州发展：主力资金净流出151.49万元，净占比-13.05%（12-03）,12-03 03:53,"https://guba.eastmoney.com/news,000753,983920683.html"
623,脏粥僵尸！缺跌,12-03 02:52,"https://guba.eastmoney.com/news,000753,983894890.html"
624,佩服，真稳,12-03 01:54,"https://guba.eastmoney.com/news,000753,983861457.html"
625,早卖早解脱,12-03 10:15,"https://guba.eastmoney.com/news,000753,983760412.html"
626,漳州发展：主力资金净流出104.02万元，净占比-4.15%（12-02）,12-02 03:48,"https://guba.eastmoney.com/news,000753,983590507.html"
